 I    | PH(0 0), PH(0 1), PH(1 0), PH(1 1)  | PR(0 0), PR(0 1), PR(1 0), PR(1 1)  | AH(0), AH(1)  | AR(0), AR(1)
758|6.05038,0.250765,0.250765,0.0175168 | 7.65323,0.396405,0.396405,0.0311229 | -0.214484,-0.0204198 | -0.885138,-0.0940398
759|6.05069,0.250778,0.250778,0.0175169 | 7.65412,0.39646,0.39646,0.0311257 | -0.214315,-0.020401 | -0.884752,-0.0939849
760|6.051,0.250791,0.250791,0.017517 | 7.65502,0.396515,0.396515,0.0311284 | -0.214147,-0.0203822 | -0.884365,-0.0939301
761|6.05131,0.250804,0.250804,0.0175171 | 7.65591,0.39657,0.39657,0.0311311 | -0.213978,-0.0203634 | -0.883978,-0.0938752
762|6.05162,0.250817,0.250817,0.0175172 | 7.6568,0.396625,0.396625,0.0311338 | -0.21381,-0.0203446 | -0.88359,-0.0938203
763|6.05193,0.25083,0.25083,0.0175172 | 7.65769,0.396679,0.396679,0.0311365 | -0.213641,-0.0203258 | -0.883201,-0.0937654
764|6.05224,0.250843,0.250843,0.0175173 | 7.65858,0.396734,0.396734,0.0311392 | -0.213472,-0.020307 | -0.882811,-0.0937105
765|6.05255,0.250856,0.250856,0.0175174 | 7.65947,0.396788,0.396788,0.0311419 | -0.213302,-0.0202881 | -0.882421,-0.0936555
766|6.05286,0.250869,0.250869,0.0175175 | 7.66036,0.396843,0.396843,0.0311446 | -0.213133,-0.0202693 | -0.88203,-0.0936005
767|6.05317,0.250882,0.250882,0.0175176 | 7.66124,0.396897,0.396897,0.0311473 | -0.212964,-0.0202505 | -0.881638,-0.0935455
768|6.05347,0.250895,0.250895,0.0175177 | 7.66213,0.396951,0.396951,0.03115 | -0.212794,-0.0202316 | -0.881246,-0.0934905
769|6.05378,0.250908,0.250908,0.0175178 | 7.66301,0.397005,0.397005,0.0311527 | -0.212624,-0.0202128 | -0.880853,-0.0934355
770|6.05409,0.250921,0.250921,0.0175179 | 7.66389,0.397059,0.397059,0.0311554 | -0.212454,-0.0201939 | -0.88046,-0.0933804
771|6.05439,0.250934,0.250934,0.017518 | 7.66477,0.397113,0.397113,0.031158 | -0.212284,-0.020175 | -0.880065,-0.0933253
772|6.0547,0.250947,0.250947,0.017518 | 7.66565,0.397167,0.397167,0.0311607 | -0.212113,-0.0201562 | -0.879671,-0.0932702
773|6.055,0.25096,0.25096,0.0175181 | 7.66653,0.397221,0.397221,0.0311634 | -0.211943,-0.0201373 | -0.879275,-0.0932151
774|6.05531,0.250973,0.250973,0.0175182 | 7.6674,0.397275,0.397275,0.031166 | -0.211772,-0.0201184 | -0.878879,-0.0931599
775|6.05561,0.250985,0.250985,0.0175183 | 7.66828,0.397328,0.397328,0.0311687 | -0.211601,-0.0200995 | -0.878482,-0.0931048
776|6.05592,0.250998,0.250998,0.0175184 | 7.66915,0.397382,0.397382,0.0311713 | -0.21143,-0.0200806 | -0.878085,-0.0930496
777|6.05622,0.251011,0.251011,0.0175185 | 7.67002,0.397436,0.397436,0.031174 | -0.211259,-0.0200617 | -0.877687,-0.0929944
778|6.05652,0.251024,0.251024,0.0175186 | 7.6709,0.397489,0.397489,0.0311766 | -0.211088,-0.0200428 | -0.877288,-0.0929392
779|6.05683,0.251036,0.251036,0.0175186 | 7.67177,0.397542,0.397542,0.0311793 | -0.210916,-0.0200239 | -0.876889,-0.092884
780|6.05713,0.251049,0.251049,0.0175187 | 7.67263,0.397595,0.397595,0.0311819 | -0.210744,-0.020005 | -0.876489,-0.0928287
781|6.05743,0.251062,0.251062,0.0175188 | 7.6735,0.397649,0.397649,0.0311845 | -0.210572,-0.019986 | -0.876088,-0.0927734
782|6.05773,0.251075,0.251075,0.0175189 | 7.67437,0.397702,0.397702,0.0311871 | -0.2104,-0.0199671 | -0.875687,-0.0927182
783|6.05803,0.251087,0.251087,0.017519 | 7.67523,0.397755,0.397755,0.0311898 | -0.210228,-0.0199481 | -0.875285,-0.0926629
784|6.05833,0.2511,0.2511,0.0175191 | 7.67609,0.397807,0.397807,0.0311924 | -0.210055,-0.0199292 | -0.874883,-0.0926076
785|6.05863,0.251112,0.251112,0.0175192 | 7.67696,0.39786,0.39786,0.031195 | -0.209883,-0.0199102 | -0.87448,-0.0925522
786|6.05893,0.251125,0.251125,0.0175192 | 7.67782,0.397913,0.397913,0.0311976 | -0.20971,-0.0198912 | -0.874077,-0.0924969
787|6.05923,0.251138,0.251138,0.0175193 | 7.67868,0.397966,0.397966,0.0312002 | -0.209537,-0.0198723 | -0.873673,-0.0924415
788|6.05953,0.25115,0.25115,0.0175194 | 7.67953,0.398018,0.398018,0.0312028 | -0.209364,-0.0198533 | -0.873268,-0.0923862
789|6.05982,0.251163,0.251163,0.0175195 | 7.68039,0.39807,0.39807,0.0312054 | -0.209191,-0.0198343 | -0.872863,-0.0923308
790|6.06012,0.251175,0.251175,0.0175196 | 7.68125,0.398123,0.398123,0.031208 | -0.209017,-0.0198153 | -0.872457,-0.0922754
791|6.06042,0.251188,0.251188,0.0175197 | 7.6821,0.398175,0.398175,0.0312106 | -0.208843,-0.0197963 | -0.872051,-0.09222
792|6.06071,0.2512,0.2512,0.0175197 | 7.68295,0.398227,0.398227,0.0312132 | -0.208669,-0.0197772 | -0.871644,-0.0921646
793|6.06101,0.251213,0.251213,0.0175198 | 7.68381,0.398279,0.398279,0.0312157 | -0.208495,-0.0197582 | -0.871236,-0.0921092
794|6.06131,0.251225,0.251225,0.0175199 | 7.68466,0.398331,0.398331,0.0312183 | -0.208321,-0.0197392 | -0.870828,-0.0920537
795|6.0616,0.251237,0.251237,0.01752 | 7.6855,0.398383,0.398383,0.0312209 | -0.208147,-0.0197201 | -0.87042,-0.0919983
796|6.0619,0.25125,0.25125,0.0175201 | 7.68635,0.398435,0.398435,0.0312234 | -0.207972,-0.0197011 | -0.870011,-0.0919429
797|6.06219,0.251262,0.251262,0.0175202 | 7.6872,0.398487,0.398487,0.031226 | -0.207797,-0.019682 | -0.869601,-0.0918874
798|6.06248,0.251274,0.251274,0.0175202 | 7.68804,0.398539,0.398539,0.0312286 | -0.207622,-0.019663 | -0.869191,-0.0918319
799|6.06278,0.251287,0.251287,0.0175203 | 7.68889,0.39859,0.39859,0.0312311 | -0.207447,-0.0196439 | -0.86878,-0.0917764
800|6.06307,0.251299,0.251299,0.0175204 | 7.68973,0.398642,0.398642,0.0312337 | -0.207272,-0.0196248 | -0.868369,-0.091721
801|6.06336,0.251311,0.251311,0.0175205 | 7.69057,0.398693,0.398693,0.0312362 | -0.207096,-0.0196057 | -0.867957,-0.0916655
802|6.06365,0.251324,0.251324,0.0175206 | 7.69141,0.398745,0.398745,0.0312387 | -0.20692,-0.0195866 | -0.867545,-0.09161
803|6.06394,0.251336,0.251336,0.0175206 | 7.69225,0.398796,0.398796,0.0312413 | -0.206744,-0.0195675 | -0.867132,-0.0915545
804|6.06424,0.251348,0.251348,0.0175207 | 7.69309,0.398847,0.398847,0.0312438 | -0.206568,-0.0195484 | -0.866719,-0.091499
805|6.06453,0.25136,0.25136,0.0175208 | 7.69392,0.398898,0.398898,0.0312463 | -0.206392,-0.0195292 | -0.866305,-0.0914434
806|6.06482,0.251373,0.251373,0.0175209 | 7.69476,0.398949,0.398949,0.0312488 | -0.206215,-0.0195101 | -0.865891,-0.0913879
807|6.0651,0.251385,0.251385,0.017521 | 7.69559,0.399,0.399,0.0312514 | -0.206039,-0.0194909 | -0.865476,-0.0913324
808|6.06539,0.251397,0.251397,0.017521 | 7.69642,0.399051,0.399051,0.0312539 | -0.205862,-0.0194718 | -0.865061,-0.0912769
809|6.06568,0.251409,0.251409,0.0175211 | 7.69725,0.399102,0.399102,0.0312564 | -0.205685,-0.0194526 | -0.864645,-0.0912213
810|6.06597,0.251421,0.251421,0.0175212 | 7.69808,0.399152,0.399152,0.0312589 | -0.205507,-0.0194335 | -0.864229,-0.0911658
811|6.06626,0.251433,0.251433,0.0175213 | 7.69891,0.399203,0.399203,0.0312614 | -0.20533,-0.0194143 | -0.863812,-0.0911102
812|6.06655,0.251445,0.251445,0.0175214 | 7.69974,0.399253,0.399253,0.0312639 | -0.205152,-0.0193951 | -0.863395,-0.0910547
813|6.06683,0.251457,0.251457,0.0175214 | 7.70056,0.399304,0.399304,0.0312664 | -0.204974,-0.0193759 | -0.862978,-0.0909992
814|6.06712,0.251469,0.251469,0.0175215 | 7.70139,0.399354,0.399354,0.0312689 | -0.204796,-0.0193567 | -0.86256,-0.0909436
815|6.0674,0.251481,0.251481,0.0175216 | 7.70221,0.399404,0.399404,0.0312714 | -0.204618,-0.0193374 | -0.862141,-0.0908881
816|6.06769,0.251493,0.251493,0.0175217 | 7.70303,0.399454,0.399454,0.0312738 | -0.204439,-0.0193182 | -0.861722,-0.0908325
817|6.06797,0.251505,0.251505,0.0175217 | 7.70385,0.399505,0.399505,0.0312763 | -0.20426,-0.019299 | -0.861303,-0.090777
818|6.06826,0.251517,0.251517,0.0175218 | 7.70467,0.399555,0.399555,0.0312788 | -0.204081,-0.0192797 | -0.860883,-0.0907214
819|6.06854,0.251529,0.251529,0.0175219 | 7.70549,0.399604,0.399604,0.0312812 | -0.203902,-0.0192605 | -0.860463,-0.0906659
820|6.06883,0.251541,0.251541,0.017522 | 7.7063,0.399654,0.399654,0.0312837 | -0.203723,-0.0192412 | -0.860042,-0.0906103
821|6.06911,0.251553,0.251553,0.017522 | 7.70712,0.399704,0.399704,0.0312862 | -0.203543,-0.0192219 | -0.859621,-0.0905548
822|6.06939,0.251565,0.251565,0.0175221 | 7.70793,0.399754,0.399754,0.0312886 | -0.203363,-0.0192026 | -0.8592,-0.0904992
823|6.06967,0.251576,0.251576,0.0175222 | 7.70874,0.399803,0.399803,0.0312911 | -0.203183,-0.0191833 | -0.858778,-0.0904437
824|6.06996,0.251588,0.251588,0.0175222 | 7.70955,0.399853,0.399853,0.0312935 | -0.203003,-0.019164 | -0.858356,-0.0903882
825|6.07024,0.2516,0.2516,0.0175223 | 7.71036,0.399902,0.399902,0.031296 | -0.202823,-0.0191447 | -0.857933,-0.0903326
826|6.07052,0.251612,0.251612,0.0175224 | 7.71117,0.399951,0.399951,0.0312984 | -0.202642,-0.0191254 | -0.85751,-0.0902771
827|6.0708,0.251624,0.251624,0.0175225 | 7.71198,0.400001,0.400001,0.0313008 | -0.202461,-0.019106 | -0.857087,-0.0902216
828|6.07108,0.251635,0.251635,0.0175225 | 7.71279,0.40005,0.40005,0.0313033 | -0.20228,-0.0190867 | -0.856663,-0.0901661
829|6.07136,0.251647,0.251647,0.0175226 | 7.71359,0.400099,0.400099,0.0313057 | -0.202099,-0.0190673 | -0.856239,-0.0901106
830|6.07164,0.251659,0.251659,0.0175227 | 7.71439,0.400148,0.400148,0.0313081 | -0.201917,-0.0190479 | -0.855814,-0.090055
831|6.07192,0.25167,0.25167,0.0175227 | 7.71519,0.400197,0.400197,0.0313105 | -0.201736,-0.0190285 | -0.855389,-0.0899996
832|6.07219,0.251682,0.251682,0.0175228 | 7.71599,0.400246,0.400246,0.031313 | -0.201554,-0.0190092 | -0.854964,-0.0899441
833|6.07247,0.251694,0.251694,0.0175229 | 7.71679,0.400294,0.400294,0.0313154 | -0.201372,-0.0189897 | -0.854538,-0.0898886
834|6.07275,0.251705,0.251705,0.0175229 | 7.71759,0.400343,0.400343,0.0313178 | -0.201189,-0.0189703 | -0.854112,-0.0898331
835|6.07303,0.251717,0.251717,0.017523 | 7.71839,0.400392,0.400392,0.0313202 | -0.201007,-0.0189509 | -0.853686,-0.0897776
836|6.0733,0.251728,0.251728,0.0175231 | 7.71918,0.40044,0.40044,0.0313226 | -0.200824,-0.0189315 | -0.853259,-0.0897222
837|6.07358,0.25174,0.25174,0.0175231 | 7.71998,0.400488,0.400488,0.031325 | -0.200641,-0.018912 | -0.852832,-0.0896667
838|6.07385,0.251751,0.251751,0.0175232 | 7.72077,0.400537,0.400537,0.0313274 | -0.200458,-0.0188926 | -0.852405,-0.0896113
839|6.07413,0.251763,0.251763,0.0175232 | 7.72156,0.400585,0.400585,0.0313297 | -0.200274,-0.0188731 | -0.851977,-0.0895559
840|6.0744,0.251774,0.251774,0.0175233 | 7.72235,0.400633,0.400633,0.0313321 | -0.20009,-0.0188536 | -0.851549,-0.0895004
841|6.07468,0.251786,0.251786,0.0175234 | 7.72314,0.400681,0.400681,0.0313345 | -0.199906,-0.0188341 | -0.851121,-0.089445
842|6.07495,0.251797,0.251797,0.0175234 | 7.72393,0.400729,0.400729,0.0313369 | -0.199722,-0.0188146 | -0.850692,-0.0893896
843|6.07522,0.251809,0.251809,0.0175235 | 7.72471,0.400777,0.400777,0.0313393 | -0.199538,-0.0187951 | -0.850264,-0.0893343
844|6.0755,0.25182,0.25182,0.0175235 | 7.7255,0.400825,0.400825,0.0313416 | -0.199353,-0.0187756 | -0.849834,-0.0892789
845|6.07577,0.251831,0.251831,0.0175236 | 7.72628,0.400873,0.400873,0.031344 | -0.199168,-0.0187561 | -0.849405,-0.0892235
846|6.07604,0.251843,0.251843,0.0175237 | 7.72706,0.40092,0.40092,0.0313464 | -0.198983,-0.0187365 | -0.848975,-0.0891682
847|6.07631,0.251854,0.251854,0.0175237 | 7.72784,0.400968,0.400968,0.0313487 | -0.198798,-0.018717 | -0.848545,-0.0891129
848|6.07658,0.251865,0.251865,0.0175238 | 7.72862,0.401015,0.401015,0.0313511 | -0.198612,-0.0186974 | -0.848115,-0.0890576
849|6.07685,0.251877,0.251877,0.0175238 | 7.7294,0.401063,0.401063,0.0313534 | -0.198426,-0.0186778 | -0.847684,-0.0890023
850|6.07712,0.251888,0.251888,0.0175239 | 7.73018,0.40111,0.40111,0.0313558 | -0.19824,-0.0186582 | -0.847254,-0.088947
851|6.07739,0.251899,0.251899,0.0175239 | 7.73095,0.401157,0.401157,0.0313581 | -0.198054,-0.0186386 | -0.846823,-0.0888917
852|6.07766,0.25191,0.25191,0.017524 | 7.73173,0.401204,0.401204,0.0313604 | -0.197868,-0.018619 | -0.846391,-0.0888365
853|6.07793,0.251921,0.251921,0.017524 | 7.7325,0.401251,0.401251,0.0313628 | -0.197681,-0.0185994 | -0.84596,-0.0887812
854|6.0782,0.251933,0.251933,0.0175241 | 7.73327,0.401298,0.401298,0.0313651 | -0.197494,-0.0185797 | -0.845528,-0.088726
855|6.07847,0.251944,0.251944,0.0175241 | 7.73404,0.401345,0.401345,0.0313674 | -0.197307,-0.0185601 | -0.845096,-0.0886708
856|6.07873,0.251955,0.251955,0.0175242 | 7.73481,0.401392,0.401392,0.0313698 | -0.197119,-0.0185404 | -0.844664,-0.0886157
857|6.079,0.251966,0.251966,0.0175242 | 7.73558,0.401439,0.401439,0.0313721 | -0.196931,-0.0185208 | -0.844232,-0.0885605
858|6.07927,0.251977,0.251977,0.0175243 | 7.73635,0.401486,0.401486,0.0313744 | -0.196744,-0.0185011 | -0.843799,-0.0885054
859|6.07953,0.251988,0.251988,0.0175243 | 7.73711,0.401532,0.401532,0.0313767 | -0.196555,-0.0184814 | -0.843366,-0.0884503
860|6.0798,0.251999,0.251999,0.0175243 | 7.73788,0.401579,0.401579,0.031379 | -0.196367,-0.0184617 | -0.842933,-0.0883952
861|6.08006,0.25201,0.25201,0.0175244 | 7.73864,0.401625,0.401625,0.0313813 | -0.196178,-0.018442 | -0.8425,-0.0883401
862|6.08033,0.252021,0.252021,0.0175244 | 7.7394,0.401672,0.401672,0.0313836 | -0.195989,-0.0184222 | -0.842067,-0.088285
863|6.08059,0.252032,0.252032,0.0175244 | 7.74016,0.401718,0.401718,0.0313859 | -0.1958,-0.0184025 | -0.841633,-0.08823
864|6.08086,0.252043,0.252043,0.0175245 | 7.74092,0.401764,0.401764,0.0313882 | -0.195611,-0.0183827 | -0.841199,-0.088175
865|6.08112,0.252054,0.252054,0.0175245 | 7.74168,0.40181,0.40181,0.0313905 | -0.195421,-0.018363 | -0.840765,-0.08812
866|6.08138,0.252064,0.252064,0.0175246 | 7.74243,0.401856,0.401856,0.0313928 | -0.195231,-0.0183432 | -0.840331,-0.0880651
867|6.08164,0.252075,0.252075,0.0175246 | 7.74319,0.401902,0.401902,0.0313951 | -0.195041,-0.0183234 | -0.839897,-0.0880101
868|6.08191,0.252086,0.252086,0.0175246 | 7.74394,0.401948,0.401948,0.0313974 | -0.19485,-0.0183036 | -0.839463,-0.0879552
869|6.08217,0.252097,0.252097,0.0175246 | 7.74469,0.401994,0.401994,0.0313997 | -0.19466,-0.0182838 | -0.839028,-0.0879004
870|6.08243,0.252108,0.252108,0.0175247 | 7.74544,0.402039,0.402039,0.031402 | -0.194469,-0.018264 | -0.838594,-0.0878455
871|6.08269,0.252118,0.252118,0.0175247 | 7.74619,0.402085,0.402085,0.0314042 | -0.194278,-0.0182441 | -0.838159,-0.0877907
872|6.08295,0.252129,0.252129,0.0175247 | 7.74694,0.402131,0.402131,0.0314065 | -0.194086,-0.0182243 | -0.837724,-0.0877359
873|6.08321,0.25214,0.25214,0.0175247 | 7.74769,0.402176,0.402176,0.0314088 | -0.193894,-0.0182044 | -0.837289,-0.0876811
874|6.08347,0.25215,0.25215,0.0175248 | 7.74843,0.402222,0.402222,0.031411 | -0.193703,-0.0181845 | -0.836854,-0.0876264
875|6.08373,0.252161,0.252161,0.0175248 | 7.74918,0.402267,0.402267,0.0314133 | -0.19351,-0.0181647 | -0.836419,-0.0875716
876|6.08398,0.252171,0.252171,0.0175248 | 7.74992,0.402312,0.402312,0.0314156 | -0.193318,-0.0181448 | -0.835984,-0.087517
877|6.08424,0.252182,0.252182,0.0175248 | 7.75066,0.402357,0.402357,0.0314178 | -0.193125,-0.0181249 | -0.835549,-0.0874623
878|6.0845,0.252193,0.252193,0.0175248 | 7.7514,0.402402,0.402402,0.0314201 | -0.192932,-0.0181049 | -0.835113,-0.0874077
879|6.08476,0.252203,0.252203,0.0175248 | 7.75214,0.402447,0.402447,0.0314223 | -0.192739,-0.018085 | -0.834678,-0.0873531
880|6.08501,0.252214,0.252214,0.0175248 | 7.75288,0.402492,0.402492,0.0314246 | -0.192545,-0.0180651 | -0.834242,-0.0872985
881|6.08527,0.252224,0.252224,0.0175248 | 7.75362,0.402537,0.402537,0.0314268 | -0.192352,-0.0180451 | -0.833806,-0.087244
882|6.08552,0.252234,0.252234,0.0175248 | 7.75435,0.402582,0.402582,0.0314291 | -0.192158,-0.0180251 | -0.833371,-0.0871895
883|6.08578,0.252245,0.252245,0.0175248 | 7.75509,0.402627,0.402627,0.0314313 | -0.191963,-0.0180052 | -0.832935,-0.087135
884|6.08603,0.252255,0.252255,0.0175248 | 7.75582,0.402671,0.402671,0.0314335 | -0.191769,-0.0179852 | -0.832499,-0.0870806
885|6.08629,0.252265,0.252265,0.0175248 | 7.75655,0.402716,0.402716,0.0314358 | -0.191574,-0.0179652 | -0.832064,-0.0870262
886|6.08654,0.252276,0.252276,0.0175248 | 7.75728,0.40276,0.40276,0.031438 | -0.191379,-0.0179451 | -0.831628,-0.0869719
887|6.08679,0.252286,0.252286,0.0175248 | 7.75801,0.402805,0.402805,0.0314402 | -0.191184,-0.0179251 | -0.831192,-0.0869175
888|6.08704,0.252296,0.252296,0.0175248 | 7.75874,0.402849,0.402849,0.0314425 | -0.190988,-0.0179051 | -0.830756,-0.0868632
889|6.0873,0.252306,0.252306,0.0175248 | 7.75947,0.402893,0.402893,0.0314447 | -0.190792,-0.017885 | -0.83032,-0.086809
890|6.08755,0.252317,0.252317,0.0175248 | 7.76019,0.402937,0.402937,0.0314469 | -0.190596,-0.017865 | -0.829885,-0.0867548
891|6.0878,0.252327,0.252327,0.0175248 | 7.76092,0.402982,0.402982,0.0314491 | -0.1904,-0.0178449 | -0.829449,-0.0867006
892|6.08805,0.252337,0.252337,0.0175248 | 7.76164,0.403026,0.403026,0.0314514 | -0.190203,-0.0178248 | -0.829013,-0.0866464
893|6.0883,0.252347,0.252347,0.0175247 | 7.76236,0.40307,0.40307,0.0314536 | -0.190006,-0.0178047 | -0.828577,-0.0865923
894|6.08855,0.252357,0.252357,0.0175247 | 7.76308,0.403113,0.403113,0.0314558 | -0.189809,-0.0177846 | -0.828142,-0.0865383
895|6.0888,0.252367,0.252367,0.0175247 | 7.7638,0.403157,0.403157,0.031458 | -0.189612,-0.0177645 | -0.827706,-0.0864843
896|6.08905,0.252377,0.252377,0.0175246 | 7.76452,0.403201,0.403201,0.0314602 | -0.189414,-0.0177443 | -0.82727,-0.0864303
897|6.08929,0.252387,0.252387,0.0175246 | 7.76523,0.403245,0.403245,0.0314624 | -0.189216,-0.0177242 | -0.826835,-0.0863763
898|6.08954,0.252397,0.252397,0.0175246 | 7.76595,0.403288,0.403288,0.0314646 | -0.189018,-0.017704 | -0.826399,-0.0863224
899|6.08979,0.252406,0.252406,0.0175245 | 7.76666,0.403332,0.403332,0.0314668 | -0.188819,-0.0176838 | -0.825964,-0.0862686
900|6.09003,0.252416,0.252416,0.0175245 | 7.76738,0.403375,0.403375,0.031469 | -0.188621,-0.0176637 | -0.825529,-0.0862147
901|6.09028,0.252426,0.252426,0.0175244 | 7.76809,0.403419,0.403419,0.0314712 | -0.188422,-0.0176435 | -0.825093,-0.086161
902|6.09053,0.252436,0.252436,0.0175244 | 7.7688,0.403462,0.403462,0.0314734 | -0.188222,-0.0176233 | -0.824658,-0.0861072
903|6.09077,0.252445,0.252445,0.0175243 | 7.76951,0.403505,0.403505,0.0314756 | -0.188023,-0.017603 | -0.824223,-0.0860535
904|6.09102,0.252455,0.252455,0.0175243 | 7.77021,0.403548,0.403548,0.0314778 | -0.187823,-0.0175828 | -0.823788,-0.0859999
905|6.09126,0.252465,0.252465,0.0175242 | 7.77092,0.403591,0.403591,0.03148 | -0.187623,-0.0175626 | -0.823353,-0.0859463
906|6.0915,0.252474,0.252474,0.0175242 | 7.77163,0.403634,0.403634,0.0314822 | -0.187422,-0.0175423 | -0.822918,-0.0858927
907|6.09175,0.252484,0.252484,0.0175241 | 7.77233,0.403677,0.403677,0.0314844 | -0.187222,-0.0175221 | -0.822484,-0.0858392
908|6.09199,0.252493,0.252493,0.017524 | 7.77303,0.40372,0.40372,0.0314866 | -0.187021,-0.0175018 | -0.822049,-0.0857858
909|6.09223,0.252503,0.252503,0.017524 | 7.77373,0.403763,0.403763,0.0314888 | -0.18682,-0.0174815 | -0.821615,-0.0857324
910|6.09247,0.252512,0.252512,0.0175239 | 7.77444,0.403806,0.403806,0.031491 | -0.186618,-0.0174612 | -0.821181,-0.085679
911|6.09271,0.252521,0.252521,0.0175238 | 7.77513,0.403849,0.403849,0.0314932 | -0.186416,-0.0174409 | -0.820747,-0.0856257
912|6.09295,0.252531,0.252531,0.0175237 | 7.77583,0.403891,0.403891,0.0314953 | -0.186214,-0.0174206 | -0.820313,-0.0855724
913|6.09319,0.25254,0.25254,0.0175236 | 7.77653,0.403934,0.403934,0.0314975 | -0.186012,-0.0174003 | -0.81988,-0.0855192
914|6.09343,0.252549,0.252549,0.0175235 | 7.77722,0.403976,0.403976,0.0314997 | -0.18581,-0.0173799 | -0.819446,-0.085466
915|6.09367,0.252558,0.252558,0.0175234 | 7.77792,0.404019,0.404019,0.0315019 | -0.185607,-0.0173596 | -0.819013,-0.0854129
916|6.0939,0.252568,0.252568,0.0175233 | 7.77861,0.404061,0.404061,0.0315041 | -0.185404,-0.0173392 | -0.81858,-0.0853598
917|6.09414,0.252577,0.252577,0.0175232 | 7.7793,0.404103,0.404103,0.0315063 | -0.1852,-0.0173189 | -0.818147,-0.0853068
918|6.09438,0.252586,0.252586,0.0175231 | 7.78,0.404146,0.404146,0.0315084 | -0.184997,-0.0172985 | -0.817714,-0.0852539
919|6.09461,0.252595,0.252595,0.017523 | 7.78069,0.404188,0.404188,0.0315106 | -0.184793,-0.0172781 | -0.817282,-0.0852009
920|6.09485,0.252604,0.252604,0.0175229 | 7.78137,0.40423,0.40423,0.0315128 | -0.184589,-0.0172577 | -0.81685,-0.0851481
921|6.09508,0.252613,0.252613,0.0175227 | 7.78206,0.404272,0.404272,0.031515 | -0.184384,-0.0172373 | -0.816418,-0.0850953
922|6.09532,0.252621,0.252621,0.0175226 | 7.78275,0.404314,0.404314,0.0315171 | -0.18418,-0.0172169 | -0.815986,-0.0850425
923|6.09555,0.25263,0.25263,0.0175225 | 7.78343,0.404356,0.404356,0.0315193 | -0.183975,-0.0171965 | -0.815555,-0.0849898
924|6.09578,0.252639,0.252639,0.0175223 | 7.78412,0.404398,0.404398,0.0315215 | -0.183769,-0.017176 | -0.815123,-0.0849372
925|6.09602,0.252648,0.252648,0.0175222 | 7.7848,0.40444,0.40444,0.0315237 | -0.183564,-0.0171556 | -0.814693,-0.0848846
926|6.09625,0.252656,0.252656,0.017522 | 7.78548,0.404482,0.404482,0.0315259 | -0.183358,-0.0171351 | -0.814262,-0.0848321
927|6.09648,0.252665,0.252665,0.0175219 | 7.78616,0.404523,0.404523,0.031528 | -0.183152,-0.0171147 | -0.813832,-0.0847796
928|6.09671,0.252673,0.252673,0.0175217 | 7.78684,0.404565,0.404565,0.0315302 | -0.182946,-0.0170942 | -0.813402,-0.0847272
929|6.09694,0.252682,0.252682,0.0175215 | 7.78752,0.404607,0.404607,0.0315324 | -0.182739,-0.0170737 | -0.812972,-0.0846748
930|6.09717,0.25269,0.25269,0.0175213 | 7.78819,0.404648,0.404648,0.0315346 | -0.182532,-0.0170532 | -0.812542,-0.0846225
931|6.0974,0.252698,0.252698,0.0175212 | 7.78887,0.40469,0.40469,0.0315367 | -0.182325,-0.0170327 | -0.812113,-0.0845703
932|6.09762,0.252707,0.252707,0.017521 | 7.78954,0.404731,0.404731,0.0315389 | -0.182118,-0.0170122 | -0.811685,-0.0845181
933|6.09785,0.252715,0.252715,0.0175208 | 7.79022,0.404772,0.404772,0.0315411 | -0.18191,-0.0169917 | -0.811256,-0.084466
934|6.09808,0.252723,0.252723,0.0175206 | 7.79089,0.404814,0.404814,0.0315433 | -0.181703,-0.0169712 | -0.810828,-0.0844139
935|6.0983,0.252731,0.252731,0.0175204 | 7.79156,0.404855,0.404855,0.0315455 | -0.181494,-0.0169506 | -0.8104,-0.0843619
936|6.09853,0.252739,0.252739,0.0175202 | 7.79223,0.404896,0.404896,0.0315476 | -0.181286,-0.0169301 | -0.809973,-0.0843099
937|6.09875,0.252747,0.252747,0.0175199 | 7.7929,0.404937,0.404937,0.0315498 | -0.181077,-0.0169095 | -0.809546,-0.0842581
938|6.09898,0.252755,0.252755,0.0175197 | 7.79357,0.404979,0.404979,0.031552 | -0.180869,-0.016889 | -0.80912,-0.0842063
939|6.0992,0.252763,0.252763,0.0175195 | 7.79424,0.40502,0.40502,0.0315542 | -0.180659,-0.0168684 | -0.808693,-0.0841545
940|6.09942,0.252771,0.252771,0.0175192 | 7.7949,0.405061,0.405061,0.0315564 | -0.18045,-0.0168479 | -0.808267,-0.0841028
941|6.09964,0.252778,0.252778,0.017519 | 7.79557,0.405102,0.405102,0.0315586 | -0.18024,-0.0168273 | -0.807842,-0.0840512
942|6.09986,0.252786,0.252786,0.0175187 | 7.79623,0.405143,0.405143,0.0315608 | -0.18003,-0.0168067 | -0.807417,-0.0839996
943|6.10008,0.252793,0.252793,0.0175185 | 7.79689,0.405183,0.405183,0.031563 | -0.17982,-0.0167861 | -0.806993,-0.0839481
944|6.1003,0.252801,0.252801,0.0175182 | 7.79755,0.405224,0.405224,0.0315651 | -0.17961,-0.0167655 | -0.806568,-0.0838967
945|6.10052,0.252808,0.252808,0.0175179 | 7.79821,0.405265,0.405265,0.0315673 | -0.179399,-0.0167449 | -0.806145,-0.0838453
946|6.10074,0.252816,0.252816,0.0175176 | 7.79887,0.405306,0.405306,0.0315695 | -0.179188,-0.0167243 | -0.805721,-0.083794
